Timestamp,Parking_Spot_ID,Sensor_Reading_Proximity,Sensor_Reading_Pressure,Vehicle_Type_Weight,Vehicle_Type_Height,User_Type,Weather_Temperature,Weather_Precipitation,Nearby_Traffic_Level,Entry_Time,Exit_Time,Electric_Vehicle,Reserved_Status,Occupancy_Rate,Payment_Amount,Parking_Lot_Section,Payment_Status,Occupancy_Status,Vehicle_Type,Parking_Violation,Sensor_Reading_Ultrasonic,Parking_Duration,Environmental_Noise_Level,Dynamic_Pricing_Factor,Spot_Size,Proximity_To_Exit,User_Parking_History
27:23.2,42,11.41541005,5.818852615,1460.981912,3.982235691,Registered,16.52425321,0,Low,16,3,1,0,0.343929208,2.487779997,Zone D,Paid,Occupied,Car,0,101.8631652,4,59.78711111,0.8,Standard,5.966555153,4.725344746
06:40.0,50,1.395146721,4.29068811,2000.720858,3.972596448,Visitor,22.36572727,0,High,23,6,0,1,0.077237151,10.95220049,Zone B,Unpaid,Vacant,Electric Vehicle,1,106.8623056,2,57.47390359,0.8,Compact,5.523094327,4.851904652
45:56.8,8,13.08884583,2.548988997,1217.232598,4.626731754,Visitor,16.48544281,1,Medium,23,6,0,1,0.369448089,22.55183863,Zone A,Paid,Occupied,Car,0,115.3618939,3,49.50059386,1,Compact,3.009889672,6.777631631
25:13.5,31,0.31079951,1.989266696,1984.433637,5.644518492,Registered,18.81096481,0,Low,2,21,1,0,0.452196543,11.56258717,Zone C,Overdue,Occupied,Motorcycle,0,81.88663329,2,61.97785938,0.8,Compact,3.419816074,4.477951573
04:30.3,20,13.62364462,18.21762906,1403.391554,5.928245691,Registered,22.33215644,0,Low,12,17,0,1,0.269267353,5.335677627,Zone A,Paid,Occupied,Electric Vehicle,0,100.8017972,2,35.32186708,1,Compact,2.063527114,4.419648921
43:47.0,50,2.166412397,7.690540972,1897.629633,4.503468265,Registered,22.60344748,0,Low,6,12,0,0,0.225758026,4.487205233,Zone C,Paid,Occupied,Car,1,90.07385046,2,65.50941299,1,Standard,4.094739687,2.492950902
23:03.8,43,0.534702307,4.738722547,1077.955497,3.846507574,Registered,14.60233574,0,Low,23,9,0,1,0.277988429,13.39212353,Zone C,Paid,Vacant,Car,1,81.2331272,3,57.42138923,1,Standard,9.792459824,3.941115113
02:20.5,43,3.326412744,4.955435275,1675.77126,5.267843638,Registered,24.98529678,0,Medium,2,23,0,0,0.355630988,13.51845388,Zone A,Paid,Occupied,Car,0,82.56281559,3,54.85900006,0.8,Compact,4.886698338,5.489953803
41:37.3,24,1.483792815,3.019791049,1278.968959,4.176465029,Visitor,25.63675045,0,High,14,7,1,0,0.417402902,9.340932416,Zone D,Paid,Vacant,Car,0,110.8173689,3,42.43013676,0.8,Oversized,12.45917689,3.824228033
20:54.1,22,1.676474963,4.253607095,1075.419842,4.481747361,Staff,14.35075071,0,High,17,9,1,0,0.261752995,3.445586777,Zone D,Unpaid,Vacant,Car,0,48.71546154,2,59.30959139,1.2,Standard,43.41128075,1.661250115
00:10.8,14,1.835718936,2.774502196,1565.560213,6.32527609,Visitor,15.88081565,0,Medium,9,13,0,0,0.390195532,25.92333544,Zone D,Paid,Vacant,Car,0,62.89859835,3,61.45047195,0.8,Standard,4.733710197,6.302982299
39:27.6,3,8.1234151,1.582861139,1802.841537,5.827115429,Registered,25.95545342,0,Medium,22,13,1,0,0.069617784,8.026940961,Zone B,Unpaid,Vacant,Car,1,163.3438029,1,42.95591085,0.8,Compact,6.210855555,6.38495847
18:44.3,45,3.873535691,4.375042833,1246.517568,5.157974312,Visitor,19.26573239,0,Low,6,19,0,0,0.173834387,15.62995055,Zone A,Paid,Occupied,Car,0,86.70987726,4,43.26022336,0.8,Compact,1.792584413,6.40001262
58:01.1,42,1.864803479,2.587568685,1050.295212,3.728080999,Visitor,8.901110263,0,Low,8,21,0,0,0.18607011,2.411907545,Zone B,Paid,Occupied,Electric Vehicle,0,129.3772868,4,39.66391143,1.2,Standard,4.979345482,3.148915303
37:17.8,50,4.712323805,4.53991942,1472.446571,5.211396567,Registered,13.00159248,0,Low,4,10,1,1,0.091668958,4.216566697,Zone B,Paid,Vacant,Car,0,98.70681912,2,55.47989489,1,Standard,12.97669939,4.958717573
16:34.6,50,6.296558623,5.158549517,1473.769401,6.062657291,Registered,18.75315187,0,Low,19,5,0,0,0.281932058,20.76083318,Zone A,Overdue,Vacant,Electric Vehicle,0,88.76853688,1,49.01842842,0.8,Compact,2.451397023,5.47929115
55:51.4,29,1.591558711,4.711893944,1664.495888,4.624366334,Visitor,14.18478675,0,Medium,7,20,0,0,0.333314111,0.514059638,Zone B,Paid,Vacant,Car,0,113.1439657,3,71.22483411,1.2,Compact,2.009590187,6.189185683
35:08.1,40,2.66833167,1.467933529,1784.878371,6.35111409,Registered,17.93288115,0,Low,13,0,0,0,0.519842489,7.180862116,Zone B,Unpaid,Vacant,Car,0,101.6118577,3,34.6590983,1.2,Compact,4.722058502,6.233855021
14:24.9,49,0.649894798,2.36765536,1482.175446,6.29274529,Registered,20.16198107,0,Low,3,18,0,1,0.26552452,6.572116266,Zone A,Paid,Occupied,Car,0,96.41852015,2,41.29380862,1,Compact,17.07323577,2.17437964
53:41.6,44,0.999267839,2.627992125,2056.650994,6.663732832,Registered,27.31127302,0,Low,19,6,0,1,0.370553002,13.91227264,Zone A,Paid,Vacant,Electric Vehicle,0,99.12012651,4,50.12025585,0.8,Standard,9.772548215,8.444286452
32:58.4,13,5.714668463,6.541008106,1567.270423,5.305243127,Registered,18.54773042,0,High,13,23,0,0,0.364036796,3.311377691,Zone A,Paid,Vacant,Car,0,107.8806701,4,56.65011362,1,Oversized,31.60120657,2.583051009
12:15.1,23,1.001032807,6.311599284,1396.072048,5.5873917,Registered,25.362709,1,Low,11,17,0,0,0.222855999,2.472656922,Zone C,Unpaid,Occupied,Car,0,86.2358508,2,56.19745189,0.8,Compact,23.49052524,1.737672022
51:31.9,7,3.723922499,1.816375459,1016.529792,6.414187288,Visitor,27.14380081,0,Medium,1,2,0,0,0.315667881,26.05486917,Zone B,Unpaid,Vacant,Motorcycle,0,90.3627897,4,50.84496594,1,Standard,1.638577039,-0.867468986
30:48.6,49,6.172954997,1.025408821,1421.202144,5.447393937,Registered,27.17154835,0,Medium,12,19,1,0,0.134933347,8.479539301,Zone A,Paid,Occupied,Car,0,80.44928613,3,53.52392362,1.2,Oversized,0.434846765,6.397062242
10:05.4,31,0.565154418,14.34502888,1399.083916,4.498765892,Registered,21.42377297,0,Low,0,10,1,0,0.483225121,1.105847698,Zone D,Unpaid,Occupied,Car,0,75.85088637,1,51.18433646,1.2,Oversized,5.093179845,7.897690062
49:22.2,12,4.188694363,4.580857038,1788.091439,4.551457163,Registered,10.18355426,0,Low,19,4,0,1,0.527233083,2.144764224,Zone A,Paid,Vacant,Electric Vehicle,0,137.0016669,4,60.49365597,0.8,Compact,7.38310834,3.735077185
28:38.9,35,1.4823548,0.891547602,1638.745087,5.238554954,Registered,22.30412433,0,Medium,6,18,1,0,0.341812343,67.47389252,Zone B,Overdue,Vacant,Motorcycle,0,81.87495317,0,44.43745036,1.2,Standard,7.247836069,1.464027125
07:55.7,32,16.47431486,2.077403255,1146.189264,3.709438578,Registered,25.24199944,0,Low,8,20,0,0,0.357139691,2.17669805,Zone C,Unpaid,Vacant,Car,0,119.9719022,5,45.57009101,0.8,Standard,1.439942439,6.749076019
47:12.4,19,3.303841857,6.727153781,1551.676316,4.856741085,Registered,19.59466447,0,High,16,23,0,0,0.120347306,9.428285436,Zone C,Unpaid,Vacant,Car,0,92.88341842,1,56.89432982,0.8,Standard,1.333227654,2.404244027
26:29.2,6,8.199293587,12.15604656,1701.459352,6.096547118,Registered,28.72291935,0,Low,20,23,0,0,0.441664121,5.449480257,Zone A,Unpaid,Occupied,Electric Vehicle,0,110.8095239,4,65.72339876,1,Standard,0.479942745,6.237980659
05:45.9,35,3.99505625,10.87360303,1958.409408,2.808746149,Registered,24.29916781,0,Low,22,1,0,0,0.22064778,21.68046288,Zone D,Paid,Vacant,Electric Vehicle,1,99.96166092,2,43.65751536,1,Standard,19.02869321,3.151031369
45:02.7,27,0.221915246,4.443905771,1766.25119,6.534482102,Registered,22.84136689,0,Medium,12,21,0,0,0.38161989,14.07185437,Zone D,Paid,Occupied,Car,0,64.17441386,1,52.41182555,0.8,Standard,29.51603204,4.121845877
24:19.5,40,5.014029918,3.342056452,1728.253996,6.122374219,Registered,25.43190356,0,Medium,22,3,0,0,0.230445419,9.086981195,Zone B,Paid,Occupied,Motorcycle,0,100.5789504,5,46.21573005,0.8,Standard,1.229419678,5.638490226
03:36.2,27,15.1210026,1.340985706,1518.025798,4.540235384,Registered,21.66684926,0,High,9,9,0,0,0.286190059,0.107970608,Zone B,Paid,Occupied,Car,0,112.1144992,3,55.54765789,0.8,Oversized,2.3968253,5.653290199
42:53.0,44,4.601642114,3.559507591,1616.493602,5.543390828,Registered,7.535947503,0,Medium,15,1,0,0,0.267019529,21.18558387,Zone A,Paid,Vacant,Car,0,80.90036267,2,33.58725127,1,Standard,0.941600147,5.213507931
22:09.7,29,8.551511074,1.514806375,1874.85147,5.003147727,Staff,17.50430524,0,High,5,7,1,0,0.11463312,5.88188193,Zone B,Paid,Occupied,Car,0,146.434295,2,46.54276327,1.2,Standard,20.99661973,7.940353446
01:26.5,29,10.77973265,2.386752543,1100.166781,6.229990368,Registered,25.98584014,0,Medium,15,0,0,1,0.56885057,26.82055797,Zone B,Paid,Vacant,Car,0,116.243815,7,44.2579103,1,Standard,31.87104267,8.428653669
40:43.2,45,1.294370329,6.077435289,1395.168202,5.982683143,Registered,15.9620433,0,Medium,10,5,1,0,0.2697323,6.842647719,Zone C,Paid,Vacant,Car,0,116.4193889,4,46.57646026,0.8,Standard,3.035358511,8.584644503
20:00.0,21,1.191570471,2.763502464,1268.229375,3.599929277,Registered,18.88263747,0,Low,19,10,1,0,0.408347904,11.84904071,Zone B,Paid,Occupied,Car,0,118.5434339,2,24.61118103,1.5,Compact,3.618078519,4.647864376
59:16.8,7,4.720635324,2.617898095,1613.745936,5.587262413,Registered,14.77581843,0,Low,2,9,0,0,0.32428201,0.7181039,Zone B,Paid,Vacant,Car,0,53.31922365,0,70.24447628,1,Standard,4.50467209,5.212160992
38:33.5,2,2.646887162,3.205378645,1869.066653,4.794372146,Staff,28.91961298,0,High,8,12,0,0,0.09219368,13.6708663,Zone A,Unpaid,Occupied,Car,0,114.0972855,2,25.05804482,1.2,Standard,6.980868796,7.756561627
17:50.3,39,9.158574911,15.71208629,1320.907714,5.082832571,Registered,28.40746229,1,Low,14,0,0,0,0.063898273,4.124837281,Zone A,Paid,Occupied,Car,0,145.5215804,1,54.7620667,1,Standard,11.47154566,3.696573254
57:07.0,32,11.51408177,1.20767139,782.9086898,4.271828099,Registered,15.58065552,0,Low,12,1,1,0,0.037336904,4.328758961,Zone A,Unpaid,Vacant,Electric Vehicle,0,115.1882755,2,37.06081223,1.5,Standard,7.019671287,4.140489175
36:23.8,36,2.180302392,4.111706101,1376.333776,6.748137069,Registered,20.73649,0,Low,9,2,0,0,0.155597194,1.263070877,Zone A,Paid,Occupied,Motorcycle,0,94.74409046,3,37.55286864,1.2,Standard,30.1596726,5.041699201
15:40.5,11,1.351638073,10.24797704,1774.04212,6.04006182,Registered,16.59752976,0,Low,19,8,0,0,0.196887513,1.588282762,Zone B,Paid,Vacant,Car,0,77.69362539,3,51.38022845,1,Standard,1.052421432,4.961418885
54:57.3,7,7.582596479,3.198048999,1661.288971,4.260228836,Visitor,23.0747232,0,Low,23,4,0,0,0.201593523,2.05498957,Zone C,Paid,Vacant,Electric Vehicle,0,75.76291503,3,56.91247009,0.8,Standard,16.02489669,4.427192049
34:14.1,1,1.606580614,7.595761051,1628.455874,3.665389393,Registered,22.54841539,0,Low,12,9,0,1,0.424762682,3.97803784,Zone B,Paid,Occupied,Car,0,73.36130165,4,39.24524288,1,Standard,4.071912332,3.1300401
13:30.8,18,8.647144628,0.955586334,1416.002009,4.614327369,Registered,24.05852786,0,Medium,16,9,1,0,0.207344946,22.25345505,Zone B,Paid,Vacant,Car,0,91.99137597,1,38.91945443,1,Compact,4.740882609,6.708522268
52:47.6,31,2.755966504,2.836227157,1116.290779,5.434502646,Registered,21.65959224,0,Low,6,11,0,1,0.03313243,4.59277739,Zone B,Paid,Occupied,Electric Vehicle,0,78.63731536,4,37.05100109,1,Standard,12.33846079,4.225226251
32:04.3,21,5.506327516,1.664968901,1654.588296,5.240205844,Registered,34.67703103,0,Low,5,17,1,0,0.185983828,12.88669432,Zone A,Paid,Occupied,Car,1,96.96052332,4,52.14707045,0.8,Standard,26.50400964,5.312711047
11:21.1,23,0.502060086,3.171989126,1249.715457,6.253132825,Visitor,14.86038117,0,Low,12,20,0,0,0.037686627,0.863724945,Zone A,Paid,Occupied,Car,1,104.0787738,2,39.52805008,0.8,Standard,12.59488258,4.985949161
50:37.8,47,4.888960345,3.223981894,2155.22902,5.789919722,Registered,11.44698323,0,Low,16,20,0,0,0.412960137,8.942817151,Zone A,Unpaid,Occupied,Car,0,65.60314392,4,62.88712195,1,Standard,14.95486989,6.350805544
29:54.6,18,3.00528069,3.485403024,1671.152163,5.969569026,Registered,18.034549,0,Low,14,0,1,0,0.675431309,6.575700805,Zone C,Paid,Occupied,Car,0,84.69820423,6,38.46216525,1.2,Standard,13.89416198,5.912491744
09:11.4,27,4.41680052,6.038904618,1325.805509,5.326855401,Registered,12.16005867,0,Medium,3,2,0,0,0.293536966,38.14803148,Zone A,Paid,Vacant,Car,0,88.41900547,6,55.41800827,1,Standard,3.871026438,4.489428121
48:28.1,40,0.919699575,0.246705487,1316.584426,3.61070127,Registered,12.53768865,0,Low,14,4,1,0,0.393245576,18.72152743,Zone A,Paid,Occupied,Electric Vehicle,0,87.85475529,2,65.4467468,0.8,Standard,14.14407593,4.17007482
27:44.9,21,6.675606524,1.999416671,1472.116738,4.804301469,Registered,14.99342673,0,High,13,16,0,0,0.179487636,6.066571889,Zone B,Paid,Vacant,Car,0,100.3583016,2,50.68820865,0.8,Standard,15.34890709,4.778511083
07:01.6,32,9.931471316,3.909167191,1428.149423,6.06008974,Registered,15.38905547,0,Low,20,7,0,0,0.247643261,14.92289585,Zone D,Overdue,Occupied,Electric Vehicle,0,102.4956453,0,32.09636693,0.8,Standard,7.622836066,2.780401176
46:18.4,44,1.221451633,0.456567019,1835.050133,4.948477071,Registered,15.22690949,0,Low,10,16,0,1,0.186412969,2.144796184,Zone B,Paid,Occupied,Electric Vehicle,0,91.51417441,3,54.00068681,0.8,Standard,7.695018811,3.391455367
25:35.1,49,0.503051056,5.203105179,1555.924851,5.503090369,Registered,22.59109475,0,Low,23,8,1,0,0.624656973,8.263045343,Zone C,Paid,Occupied,Car,0,86.55080938,1,47.5368192,0.8,Oversized,14.25953711,6.061004876
04:51.9,8,0.1196123,1.967187696,1280.510478,4.681251685,Registered,17.46905469,0,Low,3,5,1,0,0.337603563,0.775497944,Zone B,Paid,Vacant,Car,0,99.58772948,5,49.58357582,1,Standard,16.98437786,5.598737922
44:08.6,48,5.13571344,2.879230143,2067.132206,3.970188151,Staff,19.10242713,0,Medium,2,16,0,0,0.028792968,4.278472789,Zone B,Paid,Occupied,Car,0,128.845933,5,65.86044857,1.2,Standard,4.112751166,3.067930071
23:25.4,26,4.670924867,6.227453968,1514.792499,4.876655936,Registered,24.47116387,1,Medium,1,7,0,1,0.218521117,2.560053613,Zone C,Paid,Occupied,Car,0,70.89088126,3,50.51574591,0.8,Oversized,16.17279667,4.760336394
02:42.2,14,3.955977067,7.827473948,1730.651903,5.309047443,Registered,16.16838738,0,Medium,19,20,0,0,0.247622446,12.69079719,Zone C,Overdue,Occupied,Car,0,122.6337166,2,55.13432411,1,Standard,16.83132929,1.873787553
41:58.9,24,1.319483315,5.314411404,1317.532048,4.344312281,Registered,18.67727051,0,Low,9,6,0,1,0.344513781,6.73522395,Zone A,Paid,Vacant,Electric Vehicle,0,67.32671411,3,43.37949044,1,Standard,2.667371448,5.270502901
21:15.7,50,2.478913325,1.17423669,1608.934688,4.764288755,Registered,21.82879993,0,Low,12,6,0,0,0.267690645,13.9058547,Zone A,Paid,Occupied,Motorcycle,0,107.2366782,4,47.19384239,1.5,Standard,12.62134352,4.327711277
00:32.4,26,4.512880238,5.130769267,1593.332997,4.060536758,Registered,10.292161,0,Low,19,14,0,0,0.24133426,7.242157234,Zone A,Paid,Vacant,Car,0,120.9922559,2,61.23190007,1.2,Standard,2.064510518,9.190101214
39:49.2,17,3.433508575,5.373896186,933.1052124,6.119244918,Visitor,8.075472455,0,High,20,6,1,0,0.33244561,0.904548723,Zone B,Paid,Occupied,Car,0,73.52991295,3,51.36327432,0.8,Standard,0.976669792,6.174307534
19:05.9,33,22.02566582,4.658916267,2104.582533,4.705544242,Registered,21.73058664,0,Low,22,21,0,0,0.349158024,13.29413774,Zone C,Paid,Vacant,Car,0,107.0152072,2,52.85459493,0.8,Oversized,8.54591422,3.09369036
58:22.7,13,0.733458063,8.682234359,1887.193338,6.452755545,Registered,22.4600714,0,Medium,17,7,1,1,0.343395616,17.91135248,Zone A,Paid,Occupied,Car,0,79.0750094,2,60.0111197,0.8,Standard,23.93081066,3.066166501
37:39.5,4,5.939587812,3.554491156,1380.841405,6.528747851,Registered,30.32110067,0,Low,20,8,0,0,0.335968368,23.38535908,Zone A,Paid,Occupied,Electric Vehicle,0,123.4063145,1,66.301968,1,Standard,0.361029629,6.27546489
16:56.2,7,2.590248004,8.462385598,1169.319078,4.918954035,Registered,20.79047438,0,Low,15,14,0,1,0.095194403,8.486132642,Zone C,Paid,Occupied,Motorcycle,0,67.99837058,1,38.4417361,1,Standard,17.51587118,6.758650766
56:13.0,7,2.794826628,8.428367508,1604.268484,3.991551267,Registered,24.09869859,0,Low,10,1,1,0,0.40637359,14.00739629,Zone B,Paid,Vacant,Car,0,82.1505383,5,45.08439944,0.8,Standard,7.061740848,8.717104823
35:29.7,8,6.322114307,5.47952866,1526.00931,2.914102122,Visitor,19.02263678,0,Low,9,6,0,0,0.247211303,13.94505327,Zone B,Paid,Occupied,Car,0,102.6275967,2,64.58075395,1.2,Standard,19.72529461,7.312718241
14:46.5,8,5.895362877,4.159222879,1606.700685,3.527962927,Registered,21.48613611,0,Medium,8,14,1,0,0.356865827,1.693063352,Zone C,Paid,Vacant,Car,0,114.2294757,5,69.92495409,0.8,Standard,18.54551901,5.954288677
54:03.2,33,23.69693404,4.677999807,1557.473219,3.626165175,Registered,28.33628421,0,Low,11,17,1,0,0.265851233,1.79390681,Zone B,Paid,Occupied,Car,1,101.854338,2,47.38044369,1.5,Standard,20.81738616,7.84633506
33:20.0,10,0.687090621,9.931049057,1651.872297,6.378469627,Registered,9.380035909,1,Medium,18,21,0,0,0.325251855,0.735233032,Zone B,Paid,Occupied,Car,0,109.902813,1,52.71333802,0.8,Standard,14.64792067,5.149152304
12:36.8,18,0.54968625,6.936110171,1934.19171,5.115824587,Registered,22.06808129,0,Low,0,17,0,0,0.393257032,3.855354817,Zone A,Paid,Occupied,Car,0,89.01566718,5,53.51185358,0.8,Compact,18.51460778,5.060132775
51:53.5,46,6.442913828,1.314945141,1670.430962,5.389604524,Registered,30.67793365,0,High,17,9,0,0,0.090979334,6.415202585,Zone A,Unpaid,Occupied,Car,0,78.17786868,4,52.34285146,0.8,Standard,1.936153408,2.574679504
31:10.3,25,4.318336252,4.469955882,1185.10335,2.779578991,Registered,21.4101711,0,Low,13,21,0,0,0.188928425,61.64795959,Zone B,Unpaid,Vacant,Car,0,129.2922537,3,52.47588483,0.8,Standard,3.621946479,8.0167394
10:27.0,35,1.602132962,1.588797256,1908.768856,3.802033571,Registered,28.25286482,0,Medium,21,17,0,0,0.164286315,5.638631438,Zone B,Overdue,Vacant,Car,0,109.9752971,1,63.64857388,1,Standard,2.777134854,5.264781957
49:43.8,9,0.413753437,1.917217299,1992.184369,5.887079776,Registered,16.85393925,0,Medium,20,0,0,0,0.051200119,12.95512924,Zone D,Overdue,Vacant,Car,0,90.24530009,6,31.99256944,0.8,Standard,13.56457166,4.802766138
29:00.5,10,0.447754355,2.465284703,2445.61702,5.286774112,Registered,19.83976253,0,High,0,6,0,0,0.319541662,11.82201614,Zone D,Unpaid,Vacant,Car,0,66.9249533,2,43.4474871,1,Standard,1.668141636,3.411990691
08:17.3,3,11.23059256,0.861924368,1162.95179,4.852794721,Registered,20.16762351,0,Low,16,2,0,0,0.083293612,2.287617416,Zone C,Overdue,Occupied,Car,0,124.4634624,3,56.38739279,0.8,Compact,2.011714535,7.450752649
47:34.1,9,1.065145159,1.495945486,1572.864604,5.564842359,Registered,8.912044603,0,Medium,10,13,0,0,0.57947604,0.602885267,Zone A,Unpaid,Vacant,Car,0,125.2870873,0,45.0376944,0.8,Standard,21.11673212,6.97305374
26:50.8,15,1.953164965,8.996137543,875.370389,6.635797806,Registered,14.15911086,0,Low,19,11,0,1,0.620899664,7.896729523,Zone D,Unpaid,Occupied,Car,0,95.65071094,3,52.86470086,1.2,Standard,12.23774888,3.195528123
06:07.6,10,1.28515915,1.906975377,1665.944747,4.778957536,Registered,14.5156246,0,Low,14,13,0,0,0.112529264,12.04991965,Zone B,Paid,Vacant,Motorcycle,0,86.78774417,4,60.86571905,1.5,Oversized,20.82485995,6.02096552
45:24.3,5,2.192496174,6.062319653,1335.539911,5.069369803,Registered,24.11033039,0,Low,3,3,0,0,0.295527094,63.49162978,Zone A,Paid,Occupied,Car,0,94.81407263,4,66.00129099,0.8,Standard,1.500734709,6.591968517
24:41.1,7,0.359756804,3.796997585,2077.033738,5.192596919,Registered,24.36076553,0,Low,14,12,0,0,0.336163272,4.441192234,Zone C,Unpaid,Vacant,Car,0,95.78424951,4,52.77446583,1.5,Compact,5.091277403,2.507447148
03:57.8,24,3.66006161,4.975596263,1267.615509,7.392109635,Visitor,21.62018221,0,High,21,15,0,0,0.334977718,22.66875943,Zone A,Paid,Vacant,Electric Vehicle,0,115.3907383,0,64.89503364,1,Standard,3.328902975,6.282477955
43:14.6,11,0.350034232,5.125380236,993.2450886,2.900643736,Registered,24.12051448,0,Low,21,15,0,0,0.330713766,4.811575328,Zone A,Unpaid,Vacant,Car,0,77.2428073,4,51.41863298,0.8,Standard,0.097282516,5.881985376
22:31.4,19,8.056110211,1.435347404,1358.620878,5.683223015,Registered,19.17925294,0,Low,13,21,0,0,0.60326461,11.69287065,Zone C,Paid,Occupied,Motorcycle,0,88.32790874,5,46.96465993,1.2,Oversized,3.348057706,6.246356973
01:48.1,26,1.330986538,6.037919795,907.3536686,4.885197751,Registered,26.00965835,0,Medium,21,4,1,0,0.343151558,9.119325688,Zone B,Paid,Occupied,Car,1,96.32663192,3,34.56883145,0.8,Compact,4.773638525,8.973420831
41:04.9,36,3.882773456,1.056283877,1725.329836,5.566771726,Registered,20.04394221,0,Low,0,19,0,0,0.169097685,0.544337925,Zone A,Unpaid,Occupied,Car,0,105.1678122,2,39.96710509,0.8,Standard,0.967528209,10.9233199
20:21.6,3,10.60461408,1.838527413,880.4750861,4.342627446,Registered,20.28932024,0,Medium,8,5,0,0,0.333913789,0.816314316,Zone B,Overdue,Vacant,Car,0,117.3275825,3,50.04715961,1,Standard,8.358347815,7.472460051
59:38.4,41,5.261660202,5.073268889,1508.537274,4.951034969,Registered,18.67203683,0,Low,6,5,1,0,0.255854601,0.209826948,Zone D,Paid,Vacant,Car,0,106.2196114,5,50.25649549,0.8,Standard,4.831661362,5.520986434
38:55.1,33,3.806678163,1.348515333,876.656454,5.711410579,Registered,23.42225239,0,Low,22,17,1,0,0.110411827,4.633602806,Zone B,Unpaid,Occupied,Car,0,135.0420889,0,52.29441903,0.8,Standard,0.475756474,6.276483199
18:11.9,5,1.960280212,0.400023868,1403.910659,8.112910201,Registered,17.89400592,0,Low,10,5,0,0,0.109807925,13.69638046,Zone A,Unpaid,Occupied,Car,0,80.16906828,4,68.3649372,0.8,Oversized,12.17324425,5.868054988
57:28.6,45,2.024840506,4.320082,1993.013447,5.808036189,Registered,24.88215689,0,High,22,6,0,0,0.252441044,1.896548526,Zone A,Paid,Occupied,Electric Vehicle,0,129.2327138,1,57.51127831,1,Standard,13.06669589,9.70349994
36:45.4,47,5.535545753,0.705588026,1608.194367,4.151934402,Visitor,14.3392543,0,Medium,1,23,0,0,0.409260398,9.310312626,Zone A,Paid,Vacant,Car,0,80.92250256,6,58.04466091,1,Standard,17.98611549,5.274807659
16:02.2,4,25.69748337,5.412335567,1240.951919,4.576240318,Registered,14.50541873,0,High,1,23,0,0,0.263678431,3.408406563,Zone D,Paid,Occupied,Car,0,92.09393169,3,68.27978249,0.8,Compact,6.646386381,4.171476291
55:18.9,15,5.421168635,2.612695098,1490.638953,4.546585892,Registered,23.43713378,0,Low,5,15,1,1,0.53115808,15.94512966,Zone B,Paid,Vacant,Car,0,107.7444614,4,46.43553479,1.2,Compact,34.62821668,6.097471663
34:35.7,42,4.079777555,4.275450284,1505.405062,3.204356827,Registered,19.55727893,0,Low,22,8,0,0,0.451491628,16.01450641,Zone B,Paid,Occupied,Motorcycle,0,123.5574017,1,44.91090195,0.8,Standard,24.54154128,9.175440963
13:52.4,39,6.558727621,4.218094099,1641.789104,4.669909808,Registered,17.73054292,0,Low,18,12,1,0,0.302435962,14.93498865,Zone B,Paid,Occupied,Motorcycle,0,92.12691043,4,62.22456096,1,Compact,8.015158274,3.062710227
53:09.2,10,3.12936464,5.694042132,1089.942491,5.732829082,Registered,24.45028866,0,Low,19,11,0,0,0.45616602,7.440900391,Zone C,Paid,Vacant,Motorcycle,0,107.8502984,6,54.85833147,1.2,Standard,5.887005583,3.65620751
32:25.9,11,0.310134217,5.17798202,1677.770182,3.725767881,Registered,16.96369293,0,Low,13,18,1,0,0.337951805,3.348669199,Zone B,Unpaid,Occupied,Car,0,93.68752434,2,49.55653788,1.2,Compact,0.030390411,3.545498889
11:42.7,19,4.131071301,1.337067756,688.6825105,6.048482651,Registered,18.99899373,0,Medium,2,22,0,0,0.391168496,16.57809395,Zone B,Paid,Occupied,Car,1,54.08869912,6,49.39440649,1,Standard,12.4130967,2.605844634
50:59.5,25,15.80601714,2.742002776,1311.034634,5.487774821,Registered,26.99613975,0,Low,6,22,0,0,0.017976743,2.059184611,Zone A,Paid,Occupied,Car,0,99.23128365,4,48.28030328,1,Oversized,8.32304665,3.097659351
30:16.2,32,0.963695815,4.27179956,1353.517847,4.265766678,Visitor,27.69571173,0,Low,6,0,0,0,0.125009974,3.421517776,Zone A,Paid,Occupied,Car,0,75.16941251,4,48.99003359,0.8,Standard,27.732953,6.880749853
09:33.0,19,5.855993792,8.563245719,1689.998048,4.858470363,Staff,27.86199105,0,Medium,3,7,0,0,0.344800151,2.032768405,Zone D,Unpaid,Vacant,Motorcycle,0,125.4297813,3,49.97206927,1,Standard,9.019740199,5.439625516
48:49.7,24,1.121556719,5.211303954,1506.789256,6.598321808,Registered,18.58937112,0,Medium,22,3,0,0,0.171431124,11.21502769,Zone D,Unpaid,Occupied,Electric Vehicle,0,125.5681259,3,47.0254507,0.8,Standard,49.41495578,2.412287676
28:06.5,39,3.83749713,8.076664229,1078.331084,5.733547814,Registered,26.15351452,1,Low,4,20,1,0,0.28272689,11.59114258,Zone D,Paid,Vacant,Car,1,83.28004623,2,55.55411526,0.8,Compact,19.22911559,6.371356554
07:23.2,2,0.508372419,4.435136563,1204.502062,5.008783655,Registered,15.25523586,0,Low,16,21,0,1,0.348430237,10.57019371,Zone D,Overdue,Occupied,Car,0,80.20609521,3,57.46541653,0.8,Compact,30.70411334,5.690909022
